Métamodèle 1	Élément 1	Description Élément 1	Métamodèle 2	Élément 2	Description Élément 2	Correspondance
UML Activity Diagram Metamodel	DecisionNode	Un point de décision dans un flux.	BPMN Metamodel	StartEvent	Définit le début d'un processus.	0
UML Activity Diagram Metamodel	MergeNode	Point de fusion de plusieurs flux.	BPMN Metamodel	EndEvent	Définit la fin d'un processus.	0
UML Activity Diagram Metamodel	ForkNode	Un point de bifurcation du flux.	BPMN Metamodel	Lane	Un couloir pour organiser les activités.	0
UML Activity Diagram Metamodel	JoinNode	Un point de jonction des flux.	BPMN Metamodel	DataObject	Représente un objet de données dans le flux.	0
UML Activity Diagram Metamodel	InitialNode	Le point de départ d'un flux.	BPMN Metamodel	Process	Représente un processus BPMN.	0
UML Activity Diagram Metamodel	FinalNode	Le point final d'un flux.	BPMN Metamodel	Task	Une tâche spécifique dans un processus.	0
UML Activity Diagram Metamodel	Partition	Une partition ou un couloir pour organiser les activités.	BPMN Metamodel	SequenceFlow	Définit le flux de séquence dans BPMN.	0
UML Activity Diagram Metamodel	ObjectNode	Un point de manipulation d'objets dans le flux.	BPMN Metamodel	ExclusiveGateway	Un point de décision dans BPMN.	0
XML	XMLElement	Represents an element in XML.	Document Store	DocumentStoreElement	Represents an element in a document store.	1
XML	XMLAttribute	Represents an attribute in XML.	Document Store	DocumentStoreElement	Represents an element in a document store.	0
XML	XMLElement	Represents an element in XML.	Document Store	DocumentStoreElement	Represents an element in a document store.	0
XML	XMLAttribute	Represents an attribute in XML.	Document Store	DocumentStoreElement	Represents an element in a document store.	1
XML	XMLElement	Represents an element in XML.	Column Store	ColumnStoreElement	Represents an element in a column store.	1
XML	XMLAttribute	Represents an attribute in XML.	Column Store	ColumnStoreElement	Represents an element in a column store.	0
XML	XMLElement	Represents an element in XML.	Column Store	ColumnStoreElement	Represents an element in a column store.	0
XML	XMLAttribute	Represents an attribute in XML.	Column Store	ColumnStoreElement	Represents an element in a column store.	1
XML	XMLElement	Éléments dans un document XML	CRUD	GraphicalUserInterface	Interface pour les composants graphiques	1
XML	XMLAttribute	Attributs d'un élément XML	CRUD	GUIControl	Contrôle graphique avec attributs	1
XML	XMLElement	Éléments dans un document XML	CRUD	GUIControl	Contrôle graphique avec attributs	0
XML	XMLAttribute	Attributs d'un élément XML	CRUD	GraphicalUserInterface	Interface pour les composants graphiques	0
XML	XMLElement	Éléments dans un document XML	C#	CSharpClass	Classe définissant la structure en C#	1
XML	XMLAttribute	Attributs d'un élément XML	C#	CSharpField	Champ d'une classe en C#	1
XML	XMLElement	Éléments dans un document XML	C#	CSharpField	Champ d'une classe en C#	0
XML	XMLAttribute	Attributs d'un élément XML	C#	CSharpClass	Classe définissant la structure en C#	0
Document Store	DocumentStoreElement	Éléments dans un magasin de documents	Column Store	ColumnStoreElement	Éléments dans un magasin de colonnes	1
Document Store	DocumentStoreElement	Éléments dans un magasin de documents	Column Store	ColumnStoreElement	Éléments dans un magasin de colonnes	1
Document Store	DocumentStoreElement	Éléments dans un magasin de documents	Column Store	ColumnStoreColumn	Éléments dans un magasin de colonnes	0
Document Store	DocumentStoreField	Champs dans un magasin de documents	Column Store	ColumnStoreElement	Éléments dans un magasin de colonnes	0
Document Store	DocumentStoreElement	Éléments dans un magasin de documents	C#	CSharpClass	Classe définissant la structure en C#	1
Document Store	DocumentStoreElement	Éléments dans un magasin de documents	C#	CSharpField	Champ d'une classe en C#	1
Document Store	DocumentStoreElement	Éléments dans un magasin de documents	C#	CSharpField	Champ d'une classe en C#	0
Document Store	DocumentStoreField	Champs dans un magasin de documents	C#	CSharpClass	Classe définissant la structure en C#	0
Document Store	DocumentStoreElement	Éléments dans un magasin de documents	CRUD	GraphicalUserInterface	Interface pour les composants graphiques	1
Document Store	DocumentStoreElement	Éléments dans un magasin de documents	CRUD	GUIControl	Contrôle graphique avec attributs	1
Document Store	DocumentStoreElement	Éléments dans un magasin de documents	CRUD	GUIControl	Contrôle graphique avec attributs	0
Document Store	DocumentStoreElement	Éléments dans un magasin de documents	CRUD	GraphicalUserInterface	Interface pour les composants graphiques	0
Column Store	ColumnStoreElement	Élément de la colonne dans un store de colonnes.	C#	CSharpClass	Définit le plan d'un objet en C#.	1
Column Store	ColumnStoreElement	Élément de la colonne dans un store de colonnes.	C#	CSharpField	Champ ou attribut dans une classe.	1
Column Store	ColumnStoreElement	Élément de la colonne dans un store de colonnes.	C#	CSharpClass	Définit le plan d'un objet en C#.	0
Column Store	ColumnStoreElement	Élément de la colonne dans un store de colonnes.	C#	CSharpField	Champ ou attribut dans une classe.	0
Column Store	ColumnStoreElement	Élément de la colonne dans un store de colonnes.	CRUD	GraphicalUserInterface	Interface graphique pour l'utilisateur.	1
Column Store	ColumnStoreElement	Élément de la colonne dans un store de colonnes.	CRUD	GUIControl	Contrôle graphique dans l'interface utilisateur.	0
Column Store	ColumnStoreElement	Élément de la colonne dans un store de colonnes.	CRUD	GUIControl	Contrôle graphique dans l'interface utilisateur.	1
Column Store	ColumnStoreElement	Élément de la colonne dans un store de colonnes.	CRUD	GraphicalUserInterface	Interface graphique pour l'utilisateur.	0
C#	CSharpClass	Définit le plan d'un objet en C#.	CRUD	GraphicalUserInterface	Interface graphique pour l'utilisateur.	1
C#	CSharpField	Champ ou attribut dans une classe.	CRUD	GUIControl	Contrôle graphique dans l'interface utilisateur.	1
C#	CSharpClass	Définit le plan d'un objet en C#.	CRUD	GUIControl	Contrôle graphique dans l'interface utilisateur.	0
C#	CSharpField	Champ ou attribut dans une classe.	CRUD	GraphicalUserInterface	Interface graphique pour l'utilisateur.	0
Key-Value Store	KeyValue	A key-value pair in a key-value store.	SQL	SQLColumn	A single field in a database table.	1
Key-Value Store	KeystoreElement	A collection of key-value pairs.	SQL	SQLTable	A collection of related data in rows.	1
Key-Value Store	KeyValue	A key-value pair in a key-value store.	SQL	SQLTable	A collection of related data in rows.	0
Key-Value Store	KeystoreElement	A collection of key-value pairs.	SQL	SQLColumn	A single field in a database table.	0
Key-Value Store	KeyValue	A key-value pair in a key-value store.	XML	XMLAttribute	An attribute of an XML element.	1
Key-Value Store	KeystoreElement	A collection of key-value pairs.	XML	XMLElement	An XML element or tag.	1
Key-Value Store	KeyValue	A key-value pair in a key-value store.	XML	XMLElement	An XML element or tag.	0
Key-Value Store	KeystoreElement	A collection of key-value pairs.	XML	XMLAttribute	An attribute of an XML element.	0
Key Value Store	KeyValue	Une paire clé-valeur utilisée pour stocker des données.	Document Store	DocumentStoreElement	Un élément ou un champ dans un document.	0
Key Value Store	KeyValue	Une paire clé-valeur utilisée pour stocker des données.	Document Store	DocumentStoreElement	Un champ ou une partie d'un document.	1
Key Value Store	KeystoreElement	Un élément de clé dans le store.	Document Store	DocumentStoreElement	Un document dans le store de documents.	0
Key Value Store	KeystoreElement	Un élément de clé dans le store.	Document Store	DocumentStoreElement	Un élément ou un champ dans un document.	1
Key Value Store	KeyValue	Une paire clé-valeur utilisée pour stocker des données.	Column Store	ColumnStoreElement	Un champ ou une colonne dans un store en colonnes.	0
Key Value Store	KeyValue	Une paire clé-valeur utilisée pour stocker des données.	Column Store	ColumnStoreElement	Définit les clés dans un store en colonnes.	1
Key Value Store	KeystoreElement	Un élément de clé dans le store.	Column Store	ColumnStoreElement	Définit les colonnes dans un store en colonnes.	0
Key Value Store	KeystoreElement	Un élément de clé dans le store.	Column Store	ColumnStoreElement	Un élément ou une colonne dans un store en colonnes.	1
Key Value Store	KeyValue	Une paire clé-valeur utilisée pour stocker des données.	CRUD	GUIControl	Un composant d'interface utilisateur dans une application.	1
Key Value Store	KeystoreElement	Un élément de clé dans le store.	CRUD	GraphicalUserInterface	Une interface utilisateur graphique qui peut inclure des contrôles.	1
Key Value Store	KeyValue	Une paire clé-valeur utilisée pour stocker des données.	CRUD	GUIControl	Un composant d'interface utilisateur dans une application, où la clé représente un attribut.	0
Key Value Store	KeystoreElement	Un élément de clé dans le store.	CRUD	GraphicalUserInterface	Un élément de clé dans un store peut être utilisé comme un contrôle dans une interface graphique.	0
Key Value Store	KeyValue	Une paire clé-valeur utilisée pour stocker des données.	C#	CSharpField	Un champ dans une classe en C#.	1
Key Value Store	KeystoreElement	Un élément de clé dans le store.	C#	CSharpClass	Une classe en C# qui peut contenir des champs.	1
Key Value Store	KeyValue	Une paire clé-valeur utilisée pour stocker des données.	C#	CSharpClass	Une classe en C# qui peut contenir des champs.	0
Key Value Store	KeystoreElement	Un élément de clé dans le store.	C#	CSharpField	Un champ dans une classe en C#.	0
Key Value Store	KeyValue	Une paire clé-valeur utilisée pour stocker des données.	UML	UMLAttribute	Un attribut dans un diagramme de classe UML.	1
Key Value Store	KeystoreElement	Un élément de clé dans le store.	UML	UMLClass	Une classe dans un diagramme de classe UML.	1
Key Value Store	KeyValue	Une paire clé-valeur utilisée pour stocker des données.	UML	UMLClass	Une classe dans un diagramme de classe UML.	0
Key Value Store	KeystoreElement	Un élément de clé dans le store.	UML	UMLAttribute	Un attribut dans un diagramme de classe UML.	0
TOGAF	Architecture Vision	Une vue d'ensemble de l'architecture à un niveau élevé	Zachman Framework	Contextuel	Définit la portée et le contexte	1
TOGAF	Architecture Vision	Une vue d'ensemble de l'architecture à un niveau élevé	Zachman Framework	Conceptual	Concepts commerciaux de haute niveau	1
TOGAF	Architecture Vision	Une vue d'ensemble de l'architecture à un niveau élevé	Zachman Framework	Logical	Vue logique des données et des systèmes	0
TOGAF	Architecture Vision	Une vue d'ensemble de l'architecture à un niveau élevé	Zachman Framework	Physical	Détails de mise en œuvre physique	0
TOGAF	Architecture Vision	Une vue d'ensemble de l'architecture à un niveau élevé	Zachman Framework	As-built	Mise en œuvre réalisée	0
TOGAF	Business Architecture	Définit les processus et la structure de l'entreprise	Zachman Framework	Contextuel	Définit la portée et le contexte	0
TOGAF	Business Architecture	Définit les processus et la structure de l'entreprise	Zachman Framework	Conceptual	Concepts commerciaux de haute niveau	1
TOGAF	Business Architecture	Définit les processus et la structure de l'entreprise	Zachman Framework	Logical	Vue logique des données et des systèmes	1
TOGAF	Business Architecture	Définit les processus et la structure de l'entreprise	Zachman Framework	Physical	Détails de mise en œuvre physique	0
TOGAF	Business Architecture	Définit les processus et la structure de l'entreprise	Zachman Framework	As-built	Mise en œuvre réalisée	0
TOGAF	Information Systems	Définit la l'architecture des systèmes d'information	Zachman Framework	Contextuel	Définit la portée et le contexte	0
TOGAF	Information Systems	Définit la l'architecture des systèmes d'information	Zachman Framework	Conceptual	Concepts commerciaux de haute niveau	0
TOGAF	Information Systems	Définit la l'architecture des systèmes d'information	Zachman Framework	Logical	Vue logique des données et des systèmes	1
TOGAF	Information Systems	Définit la l'architecture des systèmes d'information	Zachman Framework	Physical	Détails de mise en œuvre physique	1
TOGAF	Information Systems	Définit la l'architecture des systèmes d'information	Zachman Framework	As-built	Mise en œuvre réalisée	0
TOGAF	Technology Architecture	Définit l'infrastructure technologique	Zachman Framework	Contextuel	Définit la portée et le contexte	0
TOGAF	Technology Architecture	Définit l'infrastructure technologique	Zachman Framework	Conceptual	Concepts commerciaux de haute niveau	0
TOGAF	Technology Architecture	Définit l'infrastructure technologique	Zachman Framework	Logical	Vue logique des données et des systèmes	1
TOGAF	Technology Architecture	Définit l'infrastructure technologique	Zachman Framework	Physical	Détails de mise en œuvre physique	1
TOGAF	Technology Architecture	Définit l'infrastructure technologique	Zachman Framework	As-built	Mise en œuvre réalisée	1
TOGAF	Opportunities and Solutions	Définit des solutions pour atteindre les objectifs architecturaux	Zachman Framework	Contextuel	Définit la portée et le contexte	0
TOGAF	Opportunities and Solutions	Définit des solutions pour atteindre les objectifs architecturaux	Zachman Framework	Conceptual	Concepts commerciaux de haute niveau	0
TOGAF	Opportunities and Solutions	Définit des solutions pour atteindre les objectifs architecturaux	Zachman Framework	Logical	Vue logique des données et des systèmes	0
TOGAF	Opportunities and Solutions	Définit des solutions pour atteindre les objectifs architecturaux	Zachman Framework	Physical	Détails de mise en œuvre physique	1
TOGAF	Opportunities and Solutions	Définit des solutions pour atteindre les objectifs architecturaux	Zachman Framework	As-built	Mise en œuvre réalisée	1
ITIL	Service strategy 	Defines the strategy for IT services	COBIT	Governance	Governance of enterprise IT	1
ITIL	Service strategy 	Defines the strategy for IT services	COBIT	Plan and Organize	Planning and organizing IT	1
ITIL	Service strategy 	Defines the strategy for IT services	COBIT	Build and Acquire	Building and acquiring IT solutions	1
ITIL	Service strategy 	Defines the strategy for IT services	COBIT	Deliver and Support	Delivering and supporting IT services	1
ITIL	Service strategy 	Defines the strategy for IT services	COBIT	Monitor and Evaluate	Monitoring and evaluating IT performance	1
ITIL	Service design 	Designs IT services	COBIT	Governance	Governance of enterprise IT	0
ITIL	Service design 	Designs IT services	COBIT	Plan and Organize	Planning and organizing IT	1
ITIL	Service design 	Designs IT services	COBIT	Build and Acquire	Building and acquiring IT solutions	1
ITIL	Service design 	Designs IT services	COBIT	Deliver and Support	Delivering and supporting IT services	1
ITIL	Service design 	Designs IT services	COBIT	Monitor and Evaluate	Monitoring and evaluating IT performance	0
ITIL	Service Transition 	Manages changes in IT services	COBIT	Governance	Governance of enterprise IT	0
ITIL	Service Transition 	Manages changes in IT services	COBIT	Plan and Organize	Planning and organizing IT	0
ITIL	Service Transition 	Manages changes in IT services	COBIT	Build and Acquire	Building and acquiring IT solutions	1
ITIL	Service Transition 	Manages changes in IT services	COBIT	Deliver and Support	Delivering and supporting IT services	1
ITIL	Service Transition 	Manages changes in IT services	COBIT	Monitor and Evaluate	Monitoring and evaluating IT performance	0
ITIL	Service Operation	Operates IT services	COBIT	Governance	Governance of enterprise IT	0
ITIL	Service Operation	Operates IT services	COBIT	Plan and Organize	Planning and organizing IT	0
ITIL	Service Operation	Operates IT services	COBIT	Build and Acquire	Building and acquiring IT solutions	0
ITIL	Service Operation	Operates IT services	COBIT	Deliver and Support	Delivering and supporting IT services	1
ITIL	Service Operation	Operates IT services	COBIT	Monitor and Evaluate	Monitoring and evaluating IT performance	0
ITIL	Continual Service Improvement	Improves IT services continuously	COBIT	Governance	Governance of enterprise IT	0
ITIL	Continual Service Improvement	Improves IT services continuously	COBIT	Plan and Organize	Planning and organizing IT	0
ITIL	Continual Service Improvement	Improves IT services continuously	COBIT	Build and Acquire	Building and acquiring IT solutions	0
ITIL	Continual Service Improvement	Improves IT services continuously	COBIT	Deliver and Support	Delivering and supporting IT services	0
ITIL	Continual Service Improvement	Improves IT services continuously	COBIT	Monitor and Evaluate	Monitoring and evaluating IT performance	1
UML Use Case Diagram	Actor	Represents a role in the system	BPMN	Pool	A major participant in the process	1
UML Use Case Diagram	Actor	Represents a role in the system	BPMN	Activity	A unit of work in a process	0
UML Use Case Diagram	Actor	Represents a role in the system	BPMN	Sequence Flow	Defines the order of tasks	0
UML Use Case Diagram	Actor	Represents a role in the system	BPMN	Sub-process	A smaller, defined part of a larger process	0
UML Use Case Diagram	Actor	Represents a role in the system	BPMN	Event	Something that happens during a process	0
UML Use Case Diagram	Use Case	A functionality provided by the system	BPMN	Pool	A major participant in the process	0
UML Use Case Diagram	Use Case	A functionality provided by the system	BPMN	Activity	A unit of work in a process	1
UML Use Case Diagram	Use Case	A functionality provided by the system	BPMN	Sequence Flow	Defines the order of tasks	0
UML Use Case Diagram	Use Case	A functionality provided by the system	BPMN	Sub-process	A smaller, defined part of a larger process	1
UML Use Case Diagram	Use Case	A functionality provided by the system	BPMN	Event	Something that happens during a process	0
UML Use Case Diagram	Association	Defines a relationship between actor and use case	BPMN	Pool	A major participant in the process	0
UML Use Case Diagram	Association	Defines a relationship between actor and use case	BPMN	Activity	A unit of work in a process	0
UML Use Case Diagram	Association	Defines a relationship between actor and use case	BPMN	Sequence Flow	Defines the order of tasks	1
UML Use Case Diagram	Association	Defines a relationship between actor and use case	BPMN	Sub-process	A smaller, defined part of a larger process	0
UML Use Case Diagram	Association	Defines a relationship between actor and use case	BPMN	Event	Something that happens during a process	0
UML Use Case Diagram	Include	A relationship where a use case includes another use case	BPMN	Pool	A major participant in the process	0
UML Use Case Diagram	Include	A relationship where a use case includes another use case	BPMN	Activity	A unit of work in a process	0
UML Use Case Diagram	Include	A relationship where a use case includes another use case	BPMN	Sequence Flow	Defines the order of tasks	0
UML Use Case Diagram	Include	A relationship where a use case includes another use case	BPMN	Sub-process	A smaller, defined part of a larger process	1
UML Use Case Diagram	Include	A relationship where a use case includes another use case	BPMN	Event	Something that happens during a process	0
UML Use Case Diagram	Extend	A relationship where a use case extends the behavior of another use case	BPMN	Pool	A major participant in the process	0
UML Use Case Diagram	Extend	A relationship where a use case extends the behavior of another use case	BPMN	Activity	A unit of work in a process	0
UML Use Case Diagram	Extend	A relationship where a use case extends the behavior of another use case	BPMN	Sequence Flow	Defines the order of tasks	0
UML Use Case Diagram	Extend	A relationship where a use case extends the behavior of another use case	BPMN	Sub-process	A smaller, defined part of a larger process	1
UML Use Case Diagram	Extend	A relationship where a use case extends the behavior of another use case	BPMN	Event	Something that happens during a process	0
CMMI	Initial	The process is unpredictable and reactive	ISO 9001	Context of the Organization	The environment in which the organization operates	0
CMMI	Initial	The process is unpredictable and reactive	ISO 9001	Leadership	The role of leadership in the organization	0
CMMI	Initial	The process is unpredictable and reactive	ISO 9001	Planning	The planning of quality management system	0
CMMI	Initial	The process is unpredictable and reactive	ISO 9001	Support	The resources and support required	0
CMMI	Initial	The process is unpredictable and reactive	ISO 9001	Operation	The operation of the quality management system	0
CMMI	Managed	The process is characterized for projects and often reactive	ISO 9001	Context of the Organization	The environment in which the organization operates	0
CMMI	Managed	The process is characterized for projects and often reactive	ISO 9001	Leadership	The role of leadership in the organization	0
CMMI	Managed	The process is characterized for projects and often reactive	ISO 9001	Planning	The planning of quality management system	0
CMMI	Managed	The process is characterized for projects and often reactive	ISO 9001	Support	The resources and support required	0
CMMI	Managed	The process is characterized for projects and often reactive	ISO 9001	Operation	The operation of the quality management system	0
CMMI	Defined	The process is characterized for the organization and is proactive	ISO 9001	Context of the Organization	The environment in which the organization operates	0
CMMI	Defined	The process is characterized for the organization and is proactive	ISO 9001	Leadership	The role of leadership in the organization	0
CMMI	Defined	The process is characterized for the organization and is proactive	ISO 9001	Planning	The planning of quality management system	1
CMMI	Defined	The process is characterized for the organization and is proactive	ISO 9001	Support	The resources and support required	0
CMMI	Defined	The process is characterized for the organization and is proactive	ISO 9001	Operation	The operation of the quality management system	0
CMMI	Quantitatively Managed	The process is measured and controlled	ISO 9001	Context of the Organization	The environment in which the organization operates	0
CMMI	Quantitatively Managed	The process is measured and controlled	ISO 9001	Leadership	The role of leadership in the organization	0
CMMI	Quantitatively Managed	The process is measured and controlled	ISO 9001	Planning	The planning of quality management system	0
CMMI	Quantitatively Managed	The process is measured and controlled	ISO 9001	Support	The resources and support required	0
CMMI	Quantitatively Managed	The process is measured and controlled	ISO 9001	Operation	The operation of the quality management system	0
CMMI	Optimizing	Focus on process improvement	ISO 9001	Context of the Organization	The environment in which the organization operates	0
CMMI	Optimizing	Focus on process improvement	ISO 9001	Leadership	The role of leadership in the organization	0
CMMI	Optimizing	Focus on process improvement	ISO 9001	Planning	The planning of quality management system	0
CMMI	Optimizing	Focus on process improvement	ISO 9001	Support	The resources and support required	0
CMMI	Optimizing	Focus on process improvement	ISO 9001	Operation	The operation of the quality management system	1
ArchiMate	Business Actor 	Une entité qui a un rôle dans une entreprise 	TOGAF	Role	Une ensemble de responsabilités et de tâches	1
ArchiMate	Business Actor 	Une entité qui a un rôle dans une entreprise	TOGAF	Application 	Une ensemble de responsabilités et de tâches	0
ArchiMate	Business Actor 	Une entité qui a un rôle dans une entreprise	TOGAF	Technology	Une ensemble de responsabilités et de tâches	0
ArchiMate	Business Actor 	Une entité qui a un rôle dans une entreprise	TOGAF	Business function	Une ensemble de responsabilités et de tâches	0
ArchiMate	Business Actor 	Une entité qui a un rôle dans une entreprise	TOGAF	Data Entity	Une ensemble de responsabilités et de tâches	0
ArchiMate	Application Component  	Un composant logiciel dans l'architecture 	TOGAF	Role	Une solution ou un composant logiciel 	0
ArchiMate	Application Component  	Un composant logiciel dans l'architecture	TOGAF	Application 	Une solution ou un composant logiciel	1
ArchiMate	Application Component  	Un composant logiciel dans l'architecture	TOGAF	Technology	Une solution ou un composant logiciel	0
ArchiMate	Application Component  	Un composant logiciel dans l'architecture	TOGAF	Business function	Une solution ou un composant logiciel	0
ArchiMate	Application Component  	Un composant logiciel dans l'architecture	TOGAF	Data Entity	Une solution ou un composant logiciel	0
ArchiMate	Technology Node  	Un infrastructure informatique physique ou virtuelle 	TOGAF	Role	Les composants technologiques utilisés 	0
ArchiMate	Technology Node  	Un infrastructure informatique physique ou virtuelle	TOGAF	Application 	Les composants technologiques utilisés	0
ArchiMate	Technology Node  	Un infrastructure informatique physique ou virtuelle	TOGAF	Technology	Les composants technologiques utilisés	1
ArchiMate	Technology Node  	Un infrastructure informatique physique ou virtuelle	TOGAF	Business function	Les composants technologiques utilisés	0
ArchiMate	Technology Node  	Un infrastructure informatique physique ou virtuelle	TOGAF	Data Entity	Les composants technologiques utilisés	0
ArchiMate	Business Process 	Une séquence d'activités commerciales	TOGAF	Role	Un groupe d'activités commerciales connexes	0
ArchiMate	Business Process 	Une séquence d'activités commerciales	TOGAF	Application 	Un groupe d'activités commerciales connexes	0
ArchiMate	Business Process 	Une séquence d'activités commerciales	TOGAF	Technology	Un groupe d'activités commerciales connexes	0
ArchiMate	Business Process 	Une séquence d'activités commerciales	TOGAF	Business function	Un groupe d'activités commerciales connexes	1
ArchiMate	Business Process 	Une séquence d'activités commerciales	TOGAF	Data Entity	Un groupe d'activités commerciales connexes	0
ArchiMate	Data Object 	Une représentation des données utilisées dans l'architecture 	TOGAF	Role	Une représentation des données dans le système 	0
ArchiMate	Data Object 	Une représentation des données utilisées dans l'architecture	TOGAF	Application 	Une représentation des données dans le système	0
ArchiMate	Data Object 	Une représentation des données utilisées dans l'architecture	TOGAF	Technology	Une représentation des données dans le système	0
ArchiMate	Data Object 	Une représentation des données utilisées dans l'architecture	TOGAF	Business function	Une représentation des données dans le système	0
ArchiMate	Data Object 	Une représentation des données utilisées dans l'architecture	TOGAF	Data Entity	Une représentation des données dans le système	1
SysML	Block	A modular unit in a system	UML Activity Diagram	Class	Represents a blueprint for objects	1
SysML	Block	A modular unit in a system	UML Activity Diagram	Attribute	Defines a property of a class	0
SysML	Block	A modular unit in a system	UML Activity Diagram	Activity	A task or work item	0
SysML	Block	A modular unit in a system	UML Activity Diagram	State	Represents a condition or situation	0
SysML	Block	A modular unit in a system	UML Activity Diagram	Requirement	A condition or capability to be met	0
SysML	Flow Property	Defines a flow of information or material	UML Activity Diagram	Class	Represents a blueprint for objects	0
SysML	Flow Property	Defines a flow of information or material	UML Activity Diagram	Attribute	Defines a property of a class	0
SysML	Flow Property	Defines a flow of information or material	UML Activity Diagram	Activity	A task or work item	0
SysML	Flow Property	Defines a flow of information or material	UML Activity Diagram	State	Represents a condition or situation	1
SysML	Flow Property	Defines a flow of information or material	UML Activity Diagram	Requirement	A condition or capability to be met	0
SysML	Activity	A unit of work in the system	UML Activity Diagram	Class	Represents a blueprint for objects	0
SysML	Activity	A unit of work in the system	UML Activity Diagram	Attribute	Defines a property of a class	1
SysML	Activity	A unit of work in the system	UML Activity Diagram	Activity	A task or work item	0
SysML	Activity	A unit of work in the system	UML Activity Diagram	State	Represents a condition or situation	0
SysML	Activity	A unit of work in the system	UML Activity Diagram	Requirement	A condition or capability to be met	0
SysML	State Machine	A model of system states and transitions	UML Activity Diagram	Class	Represents a blueprint for objects	0
SysML	State Machine	A model of system states and transitions	UML Activity Diagram	Attribute	Defines a property of a class	0
SysML	State Machine	A model of system states and transitions	UML Activity Diagram	Activity	A task or work item	1
SysML	State Machine	A model of system states and transitions	UML Activity Diagram	State	Represents a condition or situation	0
SysML	State Machine	A model of system states and transitions	UML Activity Diagram	Requirement	A condition or capability to be met	0
SysML	Requirement	A condition that must be met	UML Activity Diagram	Class	Represents a blueprint for objects	0
SysML	Requirement	A condition that must be met	UML Activity Diagram	Attribute	Defines a property of a class	0
SysML	Requirement	A condition that must be met	UML Activity Diagram	Activity	A task or work item	0
SysML	Requirement	A condition that must be met	UML Activity Diagram	State	Represents a condition or situation	0
SysML	Requirement	A condition that must be met	UML Activity Diagram	Requirement	A condition or capability to be met	1
RDF Schema	Class	Defines a category of resources	OWL	Class	Defines a category of individuals	1
RDF Schema	Class	Defines a category of resources	OWL	Object Property	Defines a relationship between individuals	0
RDF Schema	Class	Defines a category of resources	OWL	Domain	Specifies the class to which a property applies	0
RDF Schema	Class	Defines a category of resources	OWL	Range	Specifies the class or datatype of the property value	0
RDF Schema	Class	Defines a category of resources	OWL	SubClassOf	Indicates a subclass relationship	0
RDF Schema	Property	Defines a relationship between resources	OWL	Class	Defines a category of individuals	0
RDF Schema	Property	Defines a relationship between resources	OWL	Object Property	Defines a relationship between individuals	1
RDF Schema	Property	Defines a relationship between resources	OWL	Domain	Specifies the class to which a property applies	0
RDF Schema	Property	Defines a relationship between resources	OWL	Range	Specifies the class or datatype of the property value	0
RDF Schema	Property	Defines a relationship between resources	OWL	SubClassOf	Indicates a subclass relationship	0
RDF Schema	rdfs	Specifies the class to which a property applies	OWL	Class	Defines a category of individuals	0
RDF Schema	rdfs	Specifies the class to which a property applies	OWL	Object Property	Defines a relationship between individuals	0
RDF Schema	rdfs	Specifies the class to which a property applies	OWL	Domain	Specifies the class to which a property applies	1
RDF Schema	rdfs	Specifies the class to which a property applies	OWL	Range	Specifies the class or datatype of the property value	0
RDF Schema	rdfs	Specifies the class to which a property applies	OWL	SubClassOf	Indicates a subclass relationship	0
RDF Schema	rdfs	Specifies the class or datatype of the property value	OWL	Class	Defines a category of individuals	0
RDF Schema	rdfs	Specifies the class or datatype of the property value	OWL	Object Property	Defines a relationship between individuals	0
RDF Schema	rdfs	Specifies the class or datatype of the property value	OWL	Domain	Specifies the class to which a property applies	0
RDF Schema	rdfs	Specifies the class or datatype of the property value	OWL	Range	Specifies the class or datatype of the property value	1
RDF Schema	rdfs	Specifies the class or datatype of the property value	OWL	SubClassOf	Indicates a subclass relationship	0
RDF Schema	rdfs	Indicates a subclass relationship	OWL	Class	Defines a category of individuals	0
RDF Schema	rdfs	Indicates a subclass relationship	OWL	Object Property	Defines a relationship between individuals	0
RDF Schema	rdfs	Indicates a subclass relationship	OWL	Domain	Specifies the class to which a property applies	0
RDF Schema	rdfs	Indicates a subclass relationship	OWL	Range	Specifies the class or datatype of the property value	0
RDF Schema	rdfs	Indicates a subclass relationship	OWL	SubClassOf	Indicates a subclass relationship	1
TOGAF ADM	Phase	A phase in the ADM cycle	ArchiMate	Layer	A layer in the architecture	1
TOGAF ADM	Phase	A phase in the ADM cycle	ArchiMate	Artificat	A tangible output in a layer	0
TOGAF ADM	Phase	A phase in the ADM cycle	ArchiMate	Behavior	Actions within a layer	1
TOGAF ADM	Phase	A phase in the ADM cycle	ArchiMate	Junction	A decision point	1
TOGAF ADM	Phase	A phase in the ADM cycle	ArchiMate	Driver	A motivation factor	0
TOGAF ADM	Deliverable	A specific output from a phase	ArchiMate	Layer	A layer in the architecture	0
TOGAF ADM	Deliverable	A specific output from a phase	ArchiMate	Artificat	A tangible output in a layer	1
TOGAF ADM	Deliverable	A specific output from a phase	ArchiMate	Behavior	Actions within a layer	0
TOGAF ADM	Deliverable	A specific output from a phase	ArchiMate	Junction	A decision point	0
TOGAF ADM	Deliverable	A specific output from a phase	ArchiMate	Driver	A motivation factor	0
TOGAF ADM	Activity	An action taken during a phase	ArchiMate	Layer	A layer in the architecture	0
TOGAF ADM	Activity	An action taken during a phase	ArchiMate	Artificat	A tangible output in a layer	0
TOGAF ADM	Activity	An action taken during a phase	ArchiMate	Behavior	Actions within a layer	1
